entrez	symbol	chr_pos	full_name	probe_id	ENST
54906	C10orf18	10p15.1	chromosome 10 open reading frame 18	3233322	ENST00000380270
54908	CCDC99	5q35.1	coiled-coil domain containing 99	2840002	ENST00000265295
54910	SEMA4C	2q11.2	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	2565592	ENST00000305476
54913	RPP25	15q24.2	ribonuclease P/MRP 25kDa subunit	3633236	ENST00000322177
54914	KIAA1797	9p21	KIAA1797	3164601	ENST00000380249
54915	YTHDF1	20q13.33	YTH domain family, member 1	3913712	ENST00000370339
54916	C14orf101	14q22.3	chromosome 14 open reading frame 101	3537264	ENST00000261556
54918	CMTM6	3p22.3	CKLF-like MARVEL transmembrane domain containing 6	2668021	ENST00000205636
54920	DUS2L	16q22.1	dihydrouridine synthase 2-like, SMM1 homolog (S. cerevisiae)	3665997	ENST00000358896
54921	CHTF8	16q22.1	CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)	3696454	ENST00000448552
54922	RASIP1	19q13.33	Ras interacting protein 1	3867346	ENST00000222145
54923	LIME1	20q13.3	Lck interacting transmembrane adaptor 1	3893642	ENST00000309546
54925	ZNF434	16p13.3	zinc finger protein 434	3677592	ENST00000304926
54926	UBE2R2	9p13.3	ubiquitin-conjugating enzyme E2R 2	3167220	ENST00000263228
54927	CHCHD3	7q33	coiled-coil-helix-coiled-coil-helix domain containing 3	3073597	ENST00000262570
54928	IMPAD1	8q12.1	inositol monophosphatase domain containing 1	3136413	ENST00000262644
54929	TMEM161A	19p13.11	transmembrane protein 161A	3855506	ENST00000162044
54930	HAUS4	14q11.2	HAUS augmin-like complex, subunit 4	3556966	ENST00000206474
54931	RG9MTD1	3q12.3	RNA (guanine-9-) methyltransferase domain containing 1	2633917	ENST00000309922
54932	EXD3	9q34.3	exonuclease 3'-5' domain containing 3	4051619	ENST00000342129
54933	RHBDL2	1p34.3	rhomboid, veinlet-like 2 (Drosophila)	2407786	ENST00000372990
54934	C12orf41	12q13.11	chromosome 12 open reading frame 41	3453177	ENST00000420613
54935	DUSP23	1q23.2	dual specificity phosphatase 23	2362702	ENST00000368107
54936	ADPRHL2	1p34.3	ADP-ribosylhydrolase like 2	2330253	ENST00000373178
54937	SOHLH2	13q13.3	spermatogenesis and oogenesis specific basic helix-loop-helix 2	3509645	ENST00000379881
54938	SARS2	19q13.2	seryl-tRNA synthetase 2, mitochondrial	3861738	ENST00000221431
54939	COMMD4	15q24.2	COMM domain containing 4	3602264	ENST00000267935
54940	OCIAD1	4p11	OCIA domain containing 1	2726483	ENST00000381473
54941	RNF125	18q12.1	ring finger protein 125	3783723	ENST00000217740
54942	C9orf6	9q31.3	chromosome 9 open reading frame 6	3184218	ENST00000322940
54943	DNAJC28	21q22.11	DnaJ (Hsp40) homolog, subfamily C, member 28	3929705	ENST00000402202
54944	FLJ20464	22q12.2	hypothetical protein FLJ20464	3942940	NA
54946	SLC41A3	3q21.2	solute carrier family 41, member 3	2693357	ENST00000360370
54947	LPCAT2	16q12.2	lysophosphatidylcholine acyltransferase 2	3661718	ENST00000262134
54948	MRPL16	11q12.1	mitochondrial ribosomal protein L16	3374856	ENST00000300151
54949	SDHAF2	11q12.2	succinate dehydrogenase complex assembly factor 2	3332938	ENST00000301761
54951	COMMD8	4p12	COMM domain containing 8	2768145	ENST00000381571
54952	TRNAU1AP	1p35.3	tRNA selenocysteine 1 associated protein 1	2327542	NA
54953	C1orf27	1q25	chromosome 1 open reading frame 27	2372141	ENST00000287859
54954	FAM120C	Xp11.22	family with sequence similarity 120C	4009560	ENST00000375180
54955	C1orf109	1p34.3	chromosome 1 open reading frame 109	2407250	ENST00000358011
54956	PARP16	15q22.31	poly (ADP-ribose) polymerase family, member 16	3629567	ENST00000261888
54957	TXNL4B	16q22.2	thioredoxin-like 4B	3698055	ENST00000268483
54958	TMEM160	19q13.32	transmembrane protein 160	3866339	ENST00000253047
54959	ODAM	4q13.3	odontogenic, ameloblast asssociated	2730281	ENST00000396094
54960	GEMIN8	Xp22.2	gem (nuclear organelle) associated protein 8	4000269	ENST00000398350
54961	SSH3	11q13.2	slingshot homolog 3 (Drosophila)	3336906	ENST00000308127
54962	TIPIN	15q22.31	TIMELESS interacting protein	3630099	ENST00000261881
54963	UCKL1	20q13.33	uridine-cytidine kinase 1-like 1	3914181	ENST00000354216
54964	C1orf56	1q21.3	chromosome 1 open reading frame 56	2358671	ENST00000368926
54965	PIGX	3q29	phosphatidylinositol glycan anchor biosynthesis, class X	2659560	ENST00000392391
54967	CXorf48	Xq26.3	chromosome X open reading frame 48	4022970	NA
54968	TMEM70	8q21.11	transmembrane protein 70	3103494	ENST00000312184
54969	C4orf27	4q33	chromosome 4 open reading frame 27	2793310	ENST00000393381
54970	TTC12	11q23.2	tetratricopeptide repeat domain 12	3349453	ENST00000504025
54971	BANP	16q24	BTG3 associated nuclear protein	3673091	ENST00000355163
54972	TMEM132A	11q12.2	transmembrane protein 132A	3332626	ENST00000453848
54973	CPSF3L	1p36.33	cleavage and polyadenylation specific factor 3-like	2391360	ENST00000435064
54974	THG1L	5q33.3	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	2837479	ENST00000231198
54976	C20orf27	20p13	chromosome 20 open reading frame 27	3895679	ENST00000217195
54978	C2orf18	2p23.3	chromosome 2 open reading frame 18	2473965	ENST00000344420
54979	HRASLS2	11q12.3	HRAS-like suppressor 2	3376512	ENST00000255695
54980	C2orf42	2p13.3	chromosome 2 open reading frame 42	2558483	ENST00000264434
54981	C9orf95	9q21.13	chromosome 9 open reading frame 95	3210179	ENST00000361092
54982	CLN6	15q23	ceroid-lipofuscinosis, neuronal 6, late infantile, variant	3630701	ENST00000249806
54984	PINX1	8p23	PIN2/TERF1 interacting, telomerase inhibitor 1	3124180	NA
54985	HCFC1R1	16p13.3	host cell factor C1 regulator 1 (XPO1 dependent)	3677356	ENST00000248089
54986	ULK4	3p22.1	unc-51-like kinase 4 (C. elegans)	2670481	ENST00000301831
54988	ACSM5	16p12.3	acyl-CoA synthetase medium-chain family member 5	3651294	ENST00000331849
54989	ZNF770	15q14	zinc finger protein 770	3588346	ENST00000356321
54991	C1orf159	1p36.33	chromosome 1 open reading frame 159	2391005	ENST00000421241
54993	ZSCAN2	15q25.2	zinc finger and SCAN domain containing 2	3605739	ENST00000327179
54994	C20orf11	20q13.33	chromosome 20 open reading frame 11	3893072	ENST00000266069
54995	OXSM	3p24.2	3-oxoacyl-ACP synthase, mitochondrial	2614517	ENST00000280701
54996	MOSC2	1q41	MOCO sulphurase C-terminal domain containing 2	2381264	ENST00000366913
54997	TESC	12q24.22	tescalcin	3473436	ENST00000335209
55000	TUG1	22q12.2	taurine upregulated 1 (non-protein coding)	3942648	NA
55001	TTC22	1p32.3	tetratricopeptide repeat domain 22	2413886	ENST00000371276
55002	TMCO3	13q34	transmembrane and coiled-coil domains 3	3502632	ENST00000434316
55003	PAK1IP1	6p24.2	PAK1 interacting protein 1	2894663	ENST00000379568
55004	C11orf59	11q13.4	chromosome 11 open reading frame 59	3380980	ENST00000278671
55005	RMND1	6q25.1	required for meiotic nuclear division 1 homolog (S. cerevisiae)	2979704	ENST00000367303
55006	TRMT61B	2p23.2	tRNA methyltransferase 61 homolog B (S. cerevisiae)	2546285	ENST00000306108
55007	FAM118A	22q13	family with sequence similarity 118, member A	3948543	ENST00000216214
55008	HERC6	4q22.1	hect domain and RLD 6	2735362	ENST00000264346
55009	C19orf24	19p13.3	chromosome 19 open reading frame 24	3815685	ENST00000409293
55010	C12orf48	12q23.2	chromosome 12 open reading frame 48	3428845	ENST00000417507
55011	PIH1D1	19q13.33	PIH1 domain containing 1	3867865	ENST00000262265
55012	PPP2R3C	14q13.2	protein phosphatase 2, regulatory subunit B'', gamma	3560864	ENST00000261475
55013	CCDC109B	4q25	coiled-coil domain containing 109B	2739160	ENST00000394650
55014	STX17	9q31.1	syntaxin 17	3182019	ENST00000259400
55015	PRPF39	14q21.2	PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae)	3534201	ENST00000355765
55016	MARCH1	4q32.2	membrane-associated ring finger (C3HC4) 1	2792166	ENST00000503008
55018	C17orf73	17q21.33	chromosome 17 open reading frame 73	3762443	NA
55020	TTC38	22q13	tetratricopeptide repeat domain 38	3949017	ENST00000445282
55022	PID1	2q36.3	phosphotyrosine interaction domain containing 1	2602653	ENST00000392054
55023	PHIP	6q14	pleckstrin homology domain interacting protein	2961816	ENST00000275034
55024	BANK1	4q24	B-cell scaffold protein with ankyrin repeats 1	2737596	ENST00000322953
55025	FLJ20712	7p14.3	hypothetical FLJ20712	2996470	NA
55026	FAM70A	Xq24	family with sequence similarity 70, member A	4019784	ENST00000309720
55027	HEATR3	16q12.1	HEAT repeat containing 3	3659888	ENST00000299192
55028	C17orf80	17q25.1	chromosome 17 open reading frame 80	3733999	ENST00000359042
55030	FBXO34	14q22.3	F-box protein 34	3536786	ENST00000313833
55031	USP47	11p15.3	ubiquitin specific peptidase 47	3320604	ENST00000339865
55032	SLC35A5	3q13.2	solute carrier family 35, member A5	2636185	ENST00000492406
55033	FKBP14	7p14.3	FK506 binding protein 14, 22 kDa	3043936	ENST00000222803
55034	MOCOS	18q12	molybdenum cofactor sulfurase	3784783	ENST00000261326
55035	NOL8	9q22.31	nucleolar protein 8	3214749	ENST00000442668
55036	CCDC40	17q25.3	coiled-coil domain containing 40	3737079	ENST00000397545
55037	PTCD3	2p11.2	Pentatricopeptide repeat domain 3	2491935	ENST00000254630
55038	CDCA4	14q32.33	cell division cycle associated 4	3581386	ENST00000336219
55039	TRMT12	8q24.13	tRNA methyltransferase 12 homolog (S. cerevisiae)	3114600	ENST00000328599
55040	EPN3	17q21.33	epsin 3	3726537	ENST00000268933
55041	PLEKHB2	2q21.1	pleckstrin homology domain containing, family B (evectins) member 2	2505957	ENST00000403716
55048	VPS37C	11q12.2	vacuolar protein sorting 37 homolog C (S. cerevisiae)	3375147	ENST00000301765
55049	C19orf60	19p13.11	chromosome 19 open reading frame 60	3825225	ENST00000358607
55051	C14orf102	14q32.11	chromosome 14 open reading frame 102	3576014	ENST00000354366
55054	ATG16L1	2q37.1	ATG16 autophagy related 16-like 1 (S. cerevisiae)	2532793	ENST00000392017
55055	ZWILCH	15q22.31	Zwilch, kinetochore associated, homolog (Drosophila)	3598721	ENST00000307897
55056	FLJ10038	15q21.2	hypothetical protein FLJ10038	3623717	NA
55057	AIM1L	1p36.11	absent in melanoma 1-like	2402645	ENST00000308182
55062	WIPI1	17q24.2	WD repeat domain, phosphoinositide interacting 1	3768474	ENST00000262139
55063	ZCWPW1	7q22.1	zinc finger, CW type with PWWP domain 1	3063968	ENST00000398027
55064	C9orf68	9p24.2	chromosome 9 open reading frame 68	3197231	ENST00000381888
55065	GPR172B	17p13.2	G protein-coupled receptor 172B	3742532	ENST00000424747
55066	PDPR	16q22.1	pyruvate dehydrogenase phosphatase regulatory subunit	3667093	ENST00000288050
55068	ENOX1	13q14.11	ecto-NOX disulfide-thiol exchanger 1	3511817	ENST00000261488
55069	C7orf42	7q11.21	chromosome 7 open reading frame 42	3005956	ENST00000341567
55070	DET1	15q25.3	de-etiolated homolog 1 (Arabidopsis)	3638068	ENST00000268148
55071	C9orf40	9q21.13	chromosome 9 open reading frame 40	3210108	ENST00000376854
55072	RNF31	14q11.2	ring finger protein 31	3529649	ENST00000324103
55074	OXR1	8q23	oxidation resistance 1	3110999	ENST00000445937
55075	UACA	15q22-q24	uveal autoantigen with coiled-coil domains and ankyrin repeats	3631397	ENST00000322954
55076	TMEM45A	3q12.2	transmembrane protein 45A	2633691	ENST00000323523
55079	FEZF2	3p14.2	FEZ family zinc finger 2	2679377	ENST00000283268
55080	TAPBPL	12p13.31	TAP binding protein-like	3402522	ENST00000266556
55081	IFT57	3q13.13	intraflagellar transport 57 homolog (Chlamydomonas)	2687840	ENST00000264538
55082	ARGLU1	13q33.3	arginine and glutamate rich 1	3524618	ENST00000400198
55083	KIF26B	1q44	kinesin family member 26B	2389247	ENST00000407071
55084	SOBP	6q21	sine oculis binding protein homolog (Drosophila)	2920085	ENST00000317357
55086	CXorf57	Xq22.3	chromosome X open reading frame 57	3986230	ENST00000372548
55088	C10orf118	10q25.3	chromosome 10 open reading frame 118	3307795	ENST00000369287
55089	SLC38A4	12q13	solute carrier family 38, member 4	3452417	ENST00000266579
55090	MED9	17p11.2	mediator complex subunit 9	3712582	ENST00000268711
55092	TMEM51	1p36.21	transmembrane protein 51	2321645	ENST00000434578
55093	WDYHV1	8q24.13	WDYHV motif containing 1	3114240	ENST00000287387
55094	GPATCH1	19q13.11	G patch domain containing 1	3829174	ENST00000170564
55095	SAMD4B	19q13.2	sterile alpha motif domain containing 4B	3832918	ENST00000314471
55096	EBLN2	3p13	endogenous Borna-like N element-2	2629782	NA
55100	WDR70	5p13.2	WD repeat domain 70	2807000	ENST00000265107
55101	ATP5SL	19q13.2	ATP5S-like	3863087	ENST00000221943
55102	ATG2B	14q32.2	ATG2 autophagy related 2 homolog B (S. cerevisiae)	3578278	ENST00000359933
55103	RALGPS2	1q25.2	Ral GEF with PH domain and SH3 binding motif 2	2369339	ENST00000367635
55105	GPATCH2	1q41	G patch domain containing 2	2456204	ENST00000366935
55106	SLFN12	17q12	schlafen family member 12	3753538	ENST00000394562
55107	ANO1	11q13.3	anoctamin 1, calcium activated chloride channel	3338293	ENST00000355303
55108	BSDC1	1p35.1	BSD domain containing 1	2405036	ENST00000446293
55109	AGGF1	5q13.3	angiogenic factor with G patch and FHA domains 1	2816563	ENST00000312916
55110	MAGOHB	12p13.2	mago-nashi homolog B (Drosophila)	3444195	ENST00000320756
55111	PLEKHJ1	19p13.3	pleckstrin homology domain containing, family J member 1	3845782	ENST00000326631
55112	WDR60	7q36.3	WD repeat domain 60	3034449	ENST00000407559
55113	XKR8	1p35.3	XK, Kell blood group complex subunit-related family, member 8	2327338	ENST00000373884
55114	ARHGAP17	16p12.1	Rho GTPase activating protein 17	3685610	ENST00000289968
55116	TMEM39B	1p35.1	transmembrane protein 39B	2328633	ENST00000336294
55117	SLC6A15	12q21.3	solute carrier family 6 (neutral amino acid transporter), member 15	3464276	ENST00000266682
55118	CRTAC1	10q22	cartilage acidic protein 1	3302572	ENST00000370597
55119	PRPF38B	1p13.3	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	2350287	ENST00000370025
55120	FANCL	2p16.1	Fanconi anemia, complementation group L	2554448	ENST00000233741
55122	AKIRIN2	6q15	akirin 2	2963784	ENST00000257787
55124	PIWIL2	8p21.3	piwi-like 2 (Drosophila)	3089316	ENST00000356766
55125	CEP192	18p11.21	centrosomal protein 192kDa	3779817	ENST00000506447
55127	HEATR1	1q43	HEAT repeat containing 1	2462456	ENST00000366582
55128	TRIM68	11p15.4	tripartite motif-containing 68	3360189	ENST00000300747
55129	ANO10	3p22.1	anoctamin 10	2671101	ENST00000292246
55130	ARMC4	10p12.1-p11.23	armadillo repeat containing 4	3282519	ENST00000305242
55131	RBM28	7q32.1	RNA binding motif protein 28	3071636	ENST00000223073
55132	LARP1B	4q28.2	La ribonucleoprotein domain family, member 1B	2743085	ENST00000326639
55133	SRBD1	2p21	S1 RNA binding domain 1	2551327	ENST00000263736
55135	WRAP53	17p13.1	WD repeat containing, antisense to TP53	3708961	ENST00000316024
55137	FIGN	2q24.3	fidgetin	2584520	ENST00000333129
55138	FAM90A1	12p13.31	family with sequence similarity 90, member A1	3442986	ENST00000307435
55139	ANKZF1	2q35	ankyrin repeat and zinc finger domain containing 1	2528347	ENST00000323348
55140	ELP3	8p21.1	elongation protein 3 homolog (S. cerevisiae)	3091628	ENST00000256398
55142	HAUS2	15q15.2	HAUS augmin-like complex, subunit 2	3591044	ENST00000260372
55143	CDCA8	1p34.3	cell division cycle associated 8	2330773	ENST00000373055
55144	LRRC8D	1p22.2	leucine rich repeat containing 8 family, member D	2346023	ENST00000394593
55145	THAP1	8p11.21	THAP domain containing, apoptosis associated protein 1	3133465	ENST00000254250
55146	ZDHHC4	7p22.1	zinc finger, DHHC-type containing 4	2989112	ENST00000396706
55147	RBM23	14q11.2	RNA binding motif protein 23	3556888	ENST00000359890
55148	UBR7	14q32.12	ubiquitin protein ligase E3 component n-recognin 7 (putative)	3549220	ENST00000013070
55149	MTPAP	10p11.23	mitochondrial poly(A) polymerase	3283378	ENST00000263063
55150	C19orf73	19q13.33	chromosome 19 open reading frame 73	3867693	ENST00000408991
55151	TMEM38B	9q31.2	transmembrane protein 38B	3183364	ENST00000374692
55152	DALRD3	3p21.31	DALR anticodon binding domain containing 3	2673830	ENST00000341949
55153	SDAD1	4q21.1	SDA1 domain containing 1	2773907	ENST00000356260
55154	MSTO1	1q22	misato homolog 1 (Drosophila)	2360989	ENST00000245564
55156	ARMC1	8q13.1	armadillo repeat containing 1	3138414	ENST00000276569
55157	DARS2	1q25.1	aspartyl-tRNA synthetase 2, mitochondrial	2367843	ENST00000361951
55159	RFWD3	16q23.1	ring finger and WD repeat domain 3	3699044	ENST00000361070
55160	ARHGEF10L	1p36.13	Rho guanine nucleotide exchange factor (GEF) 10-like	2322957	ENST00000361221
55161	TMEM33	4p13	transmembrane protein 33	2725332	ENST00000504986
55163	PNPO	17q21.32	pyridoxamine 5'-phosphate oxidase	3724969	ENST00000225573
55164	SHQ1	3p13	SHQ1 homolog (S. cerevisiae)	2682568	ENST00000325599
55165	CEP55	10q23.33	centrosomal protein 55kDa	3258444	ENST00000371485
55166	CENPQ	6p12.3	centromere protein Q	2909723	ENST00000335783
55167	MSL2	3q22.3	male-specific lethal 2 homolog (Drosophila)	2696764	ENST00000309993
55168	MRPS18A	6p21.3	mitochondrial ribosomal protein S18A	2954818	ENST00000372133
55170	PRMT6	1p13.3	protein arginine methyltransferase 6	2349848	ENST00000370078
55171	TBCCD1	3q27.3	TBCC domain containing 1	2709414	ENST00000424280
55172	C14orf104	14q21.3	chromosome 14 open reading frame 104	3563372	ENST00000298292
55173	MRPS10	6p21.1	mitochondrial ribosomal protein S10	2954005	ENST00000053468
55174	INTS10	8p21.3	integrator complex subunit 10	3088405	ENST00000397977
55175	KLHL11	17q21.2	kelch-like 11 (Drosophila)	3757423	ENST00000319121
55176	SEC61A2	10p14	Sec61 alpha 2 subunit (S. cerevisiae)	3235414	ENST00000379033
55177	FAM82A2	15q15.1	family with sequence similarity 82, member A2	3619595	ENST00000260385
55178	RNMTL1	17p13.3	RNA methyltransferase like 1	3705539	ENST00000304478
55179	FAIM	3q22.3	Fas apoptotic inhibitory molecule	2644702	ENST00000338446
55180	LINS	15q26.3	lines homolog (Drosophila)	3641871	ENST00000314742
55181	C17orf71	17q22	chromosome 17 open reading frame 71	3729002	ENST00000300917
55182	RNF220	1p34.1	ring finger protein 220	2333907	ENST00000361799
55183	RIF1	2q23.3	RAP1 interacting factor homolog (yeast)	2510485	ENST00000243326
55184	C20orf12	20p11.23	chromosome 20 open reading frame 12	3899495	ENST00000262547
55186	SLC25A36	3q23	solute carrier family 25, member 36	2645275	ENST00000446041
55187	VPS13D	1p36.22	vacuolar protein sorting 13 homolog D (S. cerevisiae)	2320762	ENST00000356315
55188	RIC8B	12q23.3	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)	3430331	ENST00000355478
55190	NUDT11	Xp11.22	nudix (nucleoside diphosphate linked moiety X)-type motif 11	4008427	ENST00000375992
55191	NADSYN1	11q13.4	NAD synthetase 1	3338968	ENST00000319023
55192	DNAJC17	15q15.1	DnaJ (Hsp40) homolog, subfamily C, member 17	3619650	ENST00000220496
55193	PBRM1	3p21	polybromo 1	2676219	ENST00000356770
55195	C14orf105	14q22.3	chromosome 14 open reading frame 105	3566383	ENST00000216445
55196	C12orf35	12p11.21	chromosome 12 open reading frame 35	3410384	ENST00000312561
55197	RPRD1A	18q12.2	regulation of nuclear pre-mRNA domain containing 1A	3804143	ENST00000399022
55198	APPL2	12q24.1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	3469319	ENST00000258530
55199	FAM86C	11q13.4	family with sequence similarity 86, member C	3339167	ENST00000359244
55200	PLEKHG6	12p13.31	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	3402398	ENST00000396988
